Ref,Status,Location,Description,Created,Target,Type,To Organisation,To Package,Status Changed,Association,OverDue,Images,Comments,Documents
T1.9629083,Superintendent Signed Off,Historical Level 0 AE100A,"CxA Site Visit Report 20220324, Item 20:
Pipe Clearances: The Fire sprinkler pipe and the DVW pipe in the AHU5 mechanical room are close to each other. Verify the pipes have the proper clearances and correct if needed. See Photo 24. ",2022-03-25,2022-04-01,Field Report Task,US Mechanical,Plumbing,2023-02-10,,False,True,True,
T1.9629082,Superintendent Signed Off,Annex Level 0AE100,"CxA Site Visit Report 20220324, Item 19:
Font Makeup Water Backflow drain line: The drain line from the Font Makeup Water backflow, needs to be extend to the floor drain. See Photo 23. ",2022-03-25,2022-04-01,Field Report Task,US Mechanical,Plumbing,2023-02-10,,False,True,True,
T1.9629079,Superintendent Signed Off,Annex Level 0AE100,"CxA Site Visit Report 20220324, Item 18: 
FC Filter Covers: The FC filter compartments only have clips to hold the air filters, verify the air can’t bypass the filters in operations. See Photo 22. ",2022-03-25,2022-04-01,Field Report Task,US Mechanical,HVAC,2023-02-10,,False,True,True,
T1.9629077,Superintendent Signed Off,Historical Level 0 AE100A,"CxA Site Visit Report 20220324, Item 17:
Missing VAV access covers: VAV-0-04 and V-0-22 are missing access covers. Should covers be supplied by the manufacture and installed to provide maintenance access to inside of VAVs? See Photos 20 and 21. ",2022-03-25,2022-04-01,Field Report Task,US Mechanical,HVAC,2023-02-22,,False,True,True,
T1.9629076,Superintendent Signed Off,Historical Level 0 AE100A,"CxA Site Visit Report 20220324, Item 16:
Loose duct hangers: Some wire duct hangers are loose on the duct installed in AHU5 mechanical room. Recommend they be tightened. See Photos 18 and 19. ",2022-03-25,2022-04-01,Field Report Task,US Mechanical,HVAC,2023-02-22,,False,True,True,
T1.9629074,Superintendent Signed Off,Annex Level 0AE100,"CxA Site Visit Report 20220324, Item 15:
Steam Generator Dust Covers: Recommend that the Steam Generators in AHU5 mechanical room be covered to protect from construction debris and dust. See Photo 17. ",2022-03-25,2022-04-01,Field Report Task,US Mechanical,Plumbing,2023-02-10,,False,True,False,
T1.9629071,Superintendent Signed Off,Annex Level 0AE100,"CxA Site Visit Report 20220324, Item 14:
Fire Junction Box Coupling: The fire junction box coupling appears to be improper. Recommend it be reviewed and corrected as needed. See Photo 16. ",2022-03-25,2022-04-01,Field Report Task,Wilkinson Electric Inc,Electrical,2023-02-22,,False,True,True,
T1.9629069,Superintendent Signed Off,Annex Level 0AE100,"CxA Site Visit Report 20220324, Item 13:
Missing electrical connection plugs: Cooling Tower Valves are missing plugs for spare electrical connection holes and need to be installed. See Photo 15. ",2022-03-25,2022-04-01,Field Report Task,Wilkinson Electric Inc,Electrical,2023-02-10,,False,True,True,
T1.9629068,Superintendent Signed Off,Annex Level 0AE100,"CxA Site Visit Report 20220324, Item 12:
Cooling Tower Control Valves: Some cooling tower control valves already have signs of rusting. Are these exterior grade valves and meet the drawing and specification requirements? See Photo 13 and 14.",2022-03-25,2022-04-01,Field Report Task,US Mechanical,Plumbing,2023-02-22,,False,True,True,
T1.9629065,Superintendent Signed Off,Annex Level 0AE100,"CxA Site Visit Report 20220324, Item 11:
Cooling Tower (CT1 and CT2) pad material: Recommend checking the pad material of CT1 and CT2 for proper function and condition. See Photo 12. ",2022-03-25,2022-04-01,Field Report Task,US Mechanical,Plumbing,2023-02-22,,False,True,True,
T1.9629064,Superintendent Signed Off,Annex Level 0AE100,"CxA Site Visit Report 20220324, Item 10:
Cooling Tower (CT1 and CT2) fan bearing covers: Recommend the cooling tower fan bearing covers be inspected, repair or replaced as needed.  See Photo 11. ",2022-03-25,2022-04-01,Field Report Task,US Mechanical,Plumbing,2023-02-22,,False,True,,
T1.9629063,Superintendent Signed Off,Annex Level 0AE100,"CxA Site Visit Report 20220324, Item 9:
Cooling Towers and Enclosure Cleanup Recommend the cooling towers and enclosure be cleaned prior to operation See Photo 10. ",2022-03-25,2022-04-01,Field Report Task,US Mechanical,Plumbing,2023-02-10,,False,True,True,
T1.9629059,Superintendent Signed Off,Annex Level 0AE100,"CxA Site Visit Report 20220324, Item 8:
Chiller Room Exhaust Fan: The chiller room exhaust fan should be cleaned and operational for refrigerant leak testing prior to chiller operation. See Photo 9. ",2022-03-25,2022-04-01,Field Report Task,US Mechanical,HVAC,2023-02-10,,False,True,True,
T1.9629058,Superintendent Signed Off,Annex Level 0AE100,"CxA Site Visit Report 20220324, Item 7:
Chiller Insulation: The chiller ends should have the insulation repaired or replaced See Photo 8.",2022-03-25,2022-04-01,Field Report Task,US Mechanical,Plumbing,2023-02-10,,False,True,True,
T1.9629056,Superintendent Signed Off,Annex Level 0AE100,"CxA Site Visit Report 20220324, Item 6:
Electrical Box Mounting: The electrical boxes need to be mounted to the wall to provide proper support. These boxes are in the Chiller room., See Photo 7. ",2022-03-25,2022-04-01,Field Report Task,US Mechanical,HVAC,2023-02-22,,False,True,True,
T1.9629054,Superintendent Signed Off,Annex Level 0AE100,"CxA Site Visit Report 20220324, Item 5:
Insulation Support Covers: Several insulation support covers are missing and need to be installed. Photo was taken in the Annex fire riser room. See Photo 6. ",2022-03-25,2022-04-01,Field Report Task,US Mechanical,Plumbing,2023-02-10,,False,True,False,
T1.9629051,Superintendent Signed Off,Annex Level 0AE100,"CxA Site Visit Report 20220324, Item 4:
SG-4A Top Plate and Steam Lines:  Top plate of SG-4A has been pushed down and not even with the other plate and needs repair. The steam line also needs better pipe support and vertical pipe sections straightened. See Photos 4 and 5.",2022-03-25,2022-04-01,Field Report Task,US Mechanical,Plumbing,2023-02-10,,False,True,False,
T1.9629039,Superintendent Signed Off,Annex Level 0AE100,"CxA Site Visit Report 20220324, Item 3:
FC 0-02 Drain lines: The drains line for FC 0-02 haven't been installed. See Photo 3. ",2022-03-25,2022-04-01,Field Report Task,US Mechanical,Plumbing,2023-02-10,,False,True,False,
T1.9629037,Superintendent Signed Off,Annex Level 0AE100,"CxA Site Visit Report 20220324, Item 2:
Pipe Insulation: The heating water piping is too close to the ductwork of AHU1 to insulate the piping.",2022-03-25,2022-04-01,Field Report Task,US Mechanical,Plumbing,2023-02-10,,False,True,True,
T1.9629025,Superintendent Signed Off,Annex Level 0AE100,"CxA Site Visit Report 2022.03.24, Item 1:
FC-01 by AHU1 is missing a seismic strap and should be installed.",2022-03-25,2022-04-01,Field Report Task,US Mechanical,HVAC,2023-02-10,,False,True,True,
T55794.6,Superintendent Signed Off,Historical Level 1 AE101A>189 - Jan,Verify flex conduit is rated to pass through wall of fire rated mechanical shaft.,2022-03-25,2022-04-01,General Task,Wilkinson Electric Inc,Electrical,2022-04-26,,False,True,True,False
T55794.5,Superintendent Signed Off,Historical Level 1 AE101A>187 - Mens Restroom,"align electrical sconce rough in with plumbing and sink rough in.
￼ Also raise sconce to correct elevation￼",2022-03-25,2022-04-01,General Task,Wilkinson Electric Inc,Electrical,2022-04-15,,False,True,False,False
T55794.4,Superintendent Signed Off,Annex Level 0AE100>001 - North Mechanical,Fire Proofing needs to be replaced at floor deck attachment for seismic brackets for FC 1 -01,2022-03-16,2022-03-23,Punch List,US Mechanical,HVAC,2023-02-17,,False,True,False,False
T1.9628307,Superintendent Signed Off,S590 St. George Temple Renovation,"Cat 6 Wire for Session Clocks not per specifications. Replace with approved cabling. ",2022-03-15,2022-03-22,General Task,Wilkinson Electric Inc,Electrical,2022-08-11,,False,,True,
T55794.3,Superintendent Signed Off,Annex Level 0AE100>040 - Elec.,Fire sprinkler installed over electrical panels needs to move to between panels.,2022-03-03,2022-03-10,Punch List,Broken Arrow Construction Corporation,Fire Suppression,2022-11-18,,False,True,False,False
T55794.2,Superintendent Signed Off,Historical Level 3 AE103>318 - Instruction 4,Fire sprinkler sidewalls are not at same elevation. Need adjustment.,2022-02-28,2022-03-07,Punch List,Broken Arrow Construction Corporation,Fire Suppression,2023-02-13,,False,True,True,False
T1.9619197,Superintendent Signed Off,Annex Level 1 AE101,"Office 112 - Wall outlets uneven on east wall. ",2022-02-27,2022-03-05,Punch List,Wilkinson Electric Inc,Electrical,2022-08-11,,False,,True,
T1.9618560,Superintendent Signed Off,S590 St. George Temple Renovation,"StGeorge Site Visit Report 20220223, Item 6:
PPR piping with electric resistance fusion fittings has been used on this project.  Please provide feedback regarding the cost, labor and process of installation. ",2022-02-24,2022-03-03,Field Report Task,US Mechanical,Plumbing,2023-02-22,,False,,True,
T1.9618559,Superintendent Signed Off,S590 St. George Temple Renovation,"StGeorge Site Visit Report 20220223, Item 5:
The controls installation is in progress.  Carefully coordinate the installation of the controls system.  Please provide progress reports of the installation process and commissioning. ",2022-02-24,2022-03-03,Field Report Task,US Mechanical,HVAC,2023-02-10,,False,True,True,
T1.9618558,Superintendent Signed Off,S590 St. George Temple Renovation,"StGeorge Site Visit Report 20220223, Item 4:
Piping insulation is in progress.  Verify that insulation is installed at elbows and specialty devices.  Make sure insulation jacket is sealed particularly on chilled water piping to prevent condensation and subsequent water damage. ",2022-02-24,2022-03-03,Field Report Task,US Mechanical,Plumbing,2023-02-10,,False,True,False,
T1.9618557,Superintendent Signed Off,Historical Level 0 AE100A,"StGeorge Site Visit Report 20220223, Item 2:
Air vents will need to be installed in the piping where piping offsets upward to prevent air locks.",2022-02-24,2022-03-03,Field Report Task,US Mechanical,Plumbing,2023-02-22,,False,True,True,
T1.9618556,Superintendent Signed Off,S590 St. George Temple Renovation,"StGeorge Site Visit Report 20220223, Item 1:
The insulation at pipe supports has a section of rigid insulation that is only on the bottom side.  This section needs to be oriented so the rigid insulation is on the bottom and centered on the pipe support.  There are instances where the insulation is not oriented on the bottom of the pipe and or the section is not centered on the pipe support and the insulation is being crushed 
and deformed.  This will need to be corrected. ",2022-02-24,2022-03-03,Field Report Task,US Mechanical,Plumbing,2023-02-22,,False,True,True,
T1.9612545,Superintendent Signed Off,Annex Level 1 AE101,"CxA Field Report 20220113, Item 3:
Pipe Insulation Hanger Supports: Some pipe insulation supports are missing in different areas of the project. Please ensure pipe insulation contractor provides the needed insulation supports throughout the project.  See photo 4. ",2022-01-21,2022-01-28,Field Report Task,US Mechanical,Plumbing,2023-02-22,,False,True,,
T1.9612544,Superintendent Signed Off,Annex Level 0AE100,"CxA Field Report 20220113, Item 2: 
Pipe Insulation damage: The piping insulation has water damaged near VAV 0-09 box in the Annex level 0.  See photo 3.",2022-01-21,2022-01-28,Field Report Task,US Mechanical,HVAC,2023-02-10,,False,True,False,
T1.9612543,Superintendent Signed Off,Historical Level 0 AE100A,"CxA Field Report 20220113, Item 1: 
Fire Smoke Damper Access Cover:  In the West Temple addition lower hallway, one of the Fire Smoke Damper 
assemblies is located next to the wall framing. The latches on the access cover are positioned so that one latch could be difficult to secure closed, after the sheetrock is installed on the wall. Suggestion could the latches be positioned so both are accessible like the adjoining Fire Smoke Damper access cover.  See photos 1 and 2. ",2022-01-21,2022-01-28,Field Report Task,US Mechanical,HVAC,2023-02-10,,False,True,True,
T1.9606607,Superintendent Signed Off,Annex Level 0AE100,"CxA Report 11.30.2021 Item 7: 
AHUs Return Filters: The return air filters must be installed on all four AHU’s return air doors of the return air, to prevent dust entering the AHU and should be installed as soon as possible. The use of the suggested filter frames, with fitted Merv13 filters should be sufficient to protect the air handler, but filters must be checked and changed as needed. See Photos 7 and 8. The return air dampers inside the air handlers have been sealed with tape and is a good idea. Another 
suggestion to help reduce dust entering the AHUs is to add warning signs near all the AHUs as shown in photo 9.",2021-12-02,2021-12-09,Field Report Task,US Mechanical,HVAC,2023-02-10,,False,False,True,
T1.9606606,Superintendent Signed Off,Annex Level 0AE100,"CxA Report 11.30.2021 Item 6:
Damaged AHU coil fins: In AHU1 there is some bent fins on the air handler coils that need to be straightened, see Photo 6. ",2021-12-02,2021-12-09,Field Report Task,US Mechanical,HVAC,2023-02-22,,False,True,True,
T1.9606604,Superintendent Signed Off,Historical Level 0 AE100A,"CxA Report 11.30.2021 Item 5:
Ductwork Covers: Two ductwork elbows pointed upward under the floor above, had a hole in the protection cover and debris was on top of the cover. The debris fell through the floor above and could drop into the ductwork. Baptistery chapel crawlspace. Please remove the debris and recover the duct openings. See Photo 5 ",2021-12-02,2021-12-09,Field Report Task,US Mechanical,HVAC,2023-02-22,,False,True,True,
T1.9606601,Superintendent Signed Off,Annex Level 0AE100,"CxA Report 11.30.2021 Item 4:
Mechanical Room Cleaning:  It was observed that the chilled water pump VFD’s are very dusty inside and need to be 
cleaned, see Photo 4.  It’s suggested that all VFD’s in the boiler and chiller mechanical rooms be cleaned to remove the dust and protected from additional dust. It's also suggested that the boilers and boiler mechanical room be cleaned to help ensure equipment operates properly. ",2021-12-02,2021-12-09,Field Report Task,US Mechanical,Plumbing,2023-02-10,,False,True,True,
T1.9606598,Superintendent Signed Off,Annex Level 0AE100,"CxA Report 11.30.2021 - Item 3: 
Boiler Vent Lines: MHI Service indicated, that the vent lines connected to the Boilers interior gas device is not normally to be vented as shown in Photo 3. However, Bob from US Mechanical indicated that they are required. This conflict needs to be addressed and resolved to all appropriate organizations. ",2021-12-02,2021-12-09,Field Report Task,US Mechanical,HVAC,2023-02-22,,False,True,True,
T1.9606597,Superintendent Signed Off,Annex Level 0AE100,"CxA Report 11.30.2021 - Item 2: 
Boiler Startup: During the startup of Boiler 3, it was determined by MHI Service that a control card had failed and needed to be replaced. MHI ordered the part to be installed, see Photo 2.",2021-12-02,2021-12-09,Field Report Task,US Mechanical,Plumbing,2023-02-10,,False,True,False,
T59123.75,Superintendent Signed Off,Historical Level 0.5 AE100B>068 - Stairwell,Missing pendant light rough in,2021-10-25,2021-11-01,Punch List,Wilkinson Electric Inc,Electrical,2022-04-01,,False,True,False,False
T59123.74,Superintendent Signed Off,Historical Level 0.5 AE100B>069 - Restroom Vest,Install Fire Stopping at plumbing floor penetrations￼￼,2021-10-22,2021-10-29,Punch List,US Mechanical,HVAC,2022-10-04,,False,True,True,False
T59123.73,Superintendent Signed Off,Historical Level 0.5 AE100B>071 - Lavatory,Low volt switch located on west wall but not shown in plans￼,2021-10-22,2021-10-29,Punch List,Wilkinson Electric Inc,Electrical,2022-08-11,,False,True,True,False
T59123.72,Superintendent Signed Off,Historical Level 0.5 AE100B>070 - Restroom Girls,Fire alarm not located on south wall as shown on plans; A4/AE4022,2021-10-22,2021-10-29,Punch List,Wilkinson Electric Inc,Electrical,2022-08-11,,False,False,True,False
T59123.71,Superintendent Signed Off,Historical Level 0.5 AE100B>074 - Jan,Missing receptacle,2021-10-22,2021-10-29,Punch List,Wilkinson Electric Inc,Electrical,2021-10-25,,False,False,False,False
T59123.70,Superintendent Signed Off,Historical Level 0.5 AE100B>073 - Showers,Align sprinkler head with can light￼,2021-10-22,2021-10-29,Punch List,Broken Arrow Construction Corporation,Fire Suppression,2022-08-11,,False,False,False,False
T59123.69,Superintendent Signed Off,Annex Level 1 AE101>162 - Instruction Women,Access panel below instruction room sink not centered with sink,2021-10-22,2021-10-29,Punch List,Pete King Construction,Metal Stud / Drywall,2022-04-13,,False,True,False,False
T59123.68,Superintendent Signed Off,Annex Level 1 AE101>132A - Clothing,Ceiling diffusers not symetrical,2021-10-22,2021-10-29,Punch List,US Mechanical,HVAC,2022-09-21,,False,True,True,False
T1.9599817,Superintendent Signed Off,Annex Level 1 AE101,"SiteVisitReport 20211015, Item 3. 
Excess sediment has been collected in the cooling towers since they have been located in the new enclosure.  There is concern that a low-pressure phenomenon allows more dirt to settle there.  It could also have to do with more dust since landscaping has been disturbed.  The towers are currently not in operation.  This will need further evaluation when they return to operation.",2021-10-19,2021-10-26,Field Report Task,US Mechanical,Plumbing,2023-02-10,,False,False,False,
T1.9599815,Superintendent Signed Off,Historical Level 0.5 AE100B,"SiteVisitReport 20211015, Item2. 
The baptismal font skimmer system is custom for the St. George temple and is made of bronze.  The system will need to be tested potentially with special coatings to make sure it will work with the chlorinated water in the font.  The skimmer drain and overflow fittings will be made of the same bronze material as the gutter system.  The piping connected to the fittings will be the standard schedule 80 PVC use for baptismal fonts.  The bottom drain and supply fittings will be the standard stainless steel fittings. ",2021-10-19,2021-10-26,Field Report Task,US Mechanical,Plumbing,2023-02-22,,False,,,
T1.9599807,Superintendent Signed Off,Annex Level 1 AE101,"Site Visit Report 20211015, Item 1:
There is a plenum box in the entry lobby that has been damaged and needs to repaired or replaced. ",2021-10-19,2021-10-26,Field Report Task,US Mechanical,HVAC,2021-10-22,,False,True,True,
T59123.67,Superintendent Signed Off,Annex Level 0AE100,"020A - East Mechanical > Annex Level 0AE100
Re-attach hanger bracket at humidifier piping",2021-10-11,2021-10-18,Punch List,US Mechanical,Plumbing,2021-10-22,,False,True,False,False
T59123.66,Superintendent Signed Off,Annex Level 0AE100>002 - Electrical,Cap the two unused conduit feeders,2021-10-11,2021-10-18,Punch List,Wilkinson Electric Inc,Electrical,2022-11-21,,False,True,False,False
T1.9596688,Superintendent Signed Off,Historical Level 2 AE102,"EOR 2021.09.09, Item 20:
Temple – LV2 
 
A crack on MC cabling armor was observed. This can lead to additional cable failure if additional stress is present and galvanized shield is further compromised and comes in contact with inner cables. ",2021-10-07,2021-10-07,Field Report Task,Wilkinson Electric Inc,Electrical,2022-08-11,,False,True,True,
T1.9596687,Superintendent Signed Off,Annex Level 1 AE101,"EOR 2021.09.09, Item 19: 
Annex – LV1 
 
Cabling for vanity lamps appears to be valid. 
 
It is recommended that proper orientation of mud rings is verified prior to starting the next construction stage. 
 
It is also critical the building envelope insulation is restored to the structure.  ",2021-10-07,2021-10-07,Field Report Task,Wilkinson Electric Inc,Electrical,2021-10-22,,False,True,True,
T1.9596686,Superintendent Signed Off,Annex Level 1 AE101,"EOR 2021.09.09, Item 18:
Annex – LV1 
 
MC cabling appears to be routed outside of the intended path, protruding beyond the width of the joists.  Verify that it will not cause a bulge when drywall is installed. 
 ",2021-10-07,2021-10-07,Field Report Task,Wilkinson Electric Inc,Electrical,2021-10-22,,False,True,True,
T1.9596685,Superintendent Signed Off,Annex Level 1 AE101,"EOR 2021.09.09, Item 17:
Annex – LV 1 
 
NEC 358.14 states that dissimilar metals in contact anywhere in the system shall be avoided to eliminate the possibility of galvanic action. 
 
This was observed in multiple locations. MC is in full contact with cast iron and/or copper pipes. 
 
This was identified in past reports",2021-10-07,2021-10-07,Field Report Task,Wilkinson Electric Inc,Electrical,2023-02-22,,False,True,True,
T1.9596684,Superintendent Signed Off,Annex Level 0AE100,"EOR 2021.09.09, Item 15: Annex – Basement 
 
Main switch for boilers appears to be installed in equipment access space. This will potentially limit access to the side panels of the boiler.  
 
It appears that adequate space for this installation is available on the back wall. 
",2021-10-07,2021-10-07,Field Report Task,Wilkinson Electric Inc,Electrical,2023-02-22,,False,True,True,
T1.9596683,Superintendent Signed Off,Annex Level 0AE100,"EOR 2021.09.09, Item 13: Annex – Basement 
 
Main Mechanical and Electrical control room equipment installation appears to be installed in an organized manner. 
 
Verify clearances in electrical room meet NEC standards. ",2021-10-07,2021-10-07,Field Report Task,Wilkinson Electric Inc,Electrical,2021-10-22,,False,True,True,
T1.9596676,Superintendent Signed Off,Annex Level 0AE100,"EOR 2021.09.09, Item 12: Annex – Basement and 
other areas 
 
According to NEC Article 330.30, MC cables containing four or fewer conductors sized no larger than 10 AWG must be secured within 12 inches of every termination. 
 
Multiple locations throughout the building appear to show this violation. ",2021-10-07,2021-10-07,Field Report Task,Wilkinson Electric Inc,Electrical,2022-08-11,,False,True,True,
T1.9596673,Superintendent Signed Off,Annex Level 0AE100,"EOR 2021.09.09, Item 9: Annex – Basement 
 
Power cable for filtration device appears to be too short for the application. Potential stress on the cable is 
introduced.  
 
Depending on traffic, this can be a trip and equipment hazard.",2021-10-07,2021-10-07,Field Report Task,Wilkinson Electric Inc,Electrical,2021-10-22,,False,True,True,
T1.9596672,Superintendent Signed Off,Annex Level 0AE100,"EOR 2021.09.09 
Annex – Basement 
 
Unscreened LED fixture resting directly on a metal pipe, exposing circuitry to contact with metal introducing 
potential for early failure. 
 
Additional protection should be utilized to protect the integrity of LED fixture. ",2021-10-07,2021-10-07,Field Report Task,Wilkinson Electric Inc,Electrical,2021-10-22,,False,True,True,
T1.9596671,Superintendent Signed Off,Annex Level 0AE100,"Annex – Basement 
 
Cabling for bathroom outlets is in place. 
 
Verify orientation of sink outlets to accommodate 
vanity outlets or power faucets. ",2021-10-07,2021-10-07,Field Report Task,Wilkinson Electric Inc,Electrical,2021-10-22,,False,True,True,
T1.9596670,Superintendent Signed Off,Annex Level 0AE100>011 - GRAB-N-GO,"Cabling for outlets at “grab & go” room appears to be valid.  
 
Verify with electrical consultants that adequate load 
allocation is in place to accommodate multiple vending machines. 
 
Exits sign cabling is in place. ",2021-10-07,2021-10-07,Field Report Task,Wilkinson Electric Inc,Electrical,2021-10-22,,False,True,True,
T1.9596669,Superintendent Signed Off,Annex Level 0AE100,"Annex - Basement  
 
Cabling appears to be routed to junction boxes, outlets, and switches.  
 
Installation of switches appears to be valid. ",2021-10-07,2021-10-07,Field Report Task,Wilkinson Electric Inc,Electrical,2021-10-07,,False,,,
T1.9596668,Completed,Annex Level 0AE100,"Annex – Basement and other areas throughout 
 
Electrical conduits appear to exceed 360-degree bends at chiller room and other locations throughout the facility.  
 
Refer to project specifications and NEC for maximum degrees between pull points.  
 
NEC 358.26 (A) states that there shall not be more than the equivalent of four quarter bends (360 degrees total) 
between pull points.  
 
It appears that this requirement is violated in many locations in the annex and temple. ",2021-10-07,2021-10-07,Field Report Task,Wilkinson Electric Inc,Electrical,2021-10-11,,True,True,True,
T1.9596667,Superintendent Signed Off,Annex Level 0AE100,"Annex – Basement and throughout the building 
 
Installation of electrical J-boxes and conduit support is resulting in removal of fire protection materials from structural steel beams.  
 
This issue was observed throughout the annex and temple buildings and has been identified in past reports. ",2021-10-07,2021-09-23,Punch List,Wilkinson Electric Inc,Electrical,2021-10-22,,False,True,True,True
T59123.65,Superintendent Signed Off,Historical Level 2 AE102>209 - Instruction Room A-2,Sprinkler head not in line with pendant lights East West direction,2021-10-05,2021-10-08,Punch List,Broken Arrow Construction Corporation,Fire Suppression,2021-10-22,,False,True,False,False
T59123.64,Superintendent Signed Off,Historical Level 2 AE102>217 - Waiting,Plumbing line too close to drywall. Needs to be centered in stud cavity.,2021-09-14,2021-09-21,Punch List,US Mechanical,Plumbing,2023-02-14,,False,False,False,False
T59123.63,Superintendent Signed Off,Historical Level 5 AE105>515 - Elec.,Complete LVT flooring,2021-09-01,2021-09-15,Punch List,Broken Arrow Construction Corporation,Fire Suppression,2023-02-14,,False,True,False,False
T59123.62,Superintendent Signed Off,Historical Level 5 AE105>515 - Elec.,Sprinkler cap is removed and head is 1” low. Need to adjust.,2021-09-01,2021-09-08,Punch List,Broken Arrow Construction Corporation,Fire Suppression,2023-02-14,,False,True,False,False
T59123.61,Superintendent Signed Off,Historical Level 5 AE105>519 - Waiting,Demo existing electrical conduit at floor,2021-09-01,2021-09-08,Punch List,Wilkinson Electric Inc,Electrical,2023-02-13,,False,True,True,False
T59123.60,Superintendent Signed Off,Historical Level 5 AE105>518 - Study,Remove existing fire suppression and cap at vestibule 517 ceiling,2021-09-01,2021-09-08,Punch List,Broken Arrow Construction Corporation,Fire Suppression,2023-02-13,,False,True,False,False
T59123.59,Superintendent Signed Off,Historical Level 5 AE105>518 - Study,Rough in fire alarm monitor connections,2021-09-01,2021-09-15,Punch List,Broken Arrow Construction Corporation,Fire Suppression,2021-10-22,,False,False,True,False
T59123.58,Superintendent Signed Off,Historical Level 5 AE105>518 - Study,Install fire suppression (pending direction on building envelope detail),2021-09-01,2021-09-09,Punch List,Broken Arrow Construction Corporation,Fire Suppression,2021-10-22,,False,False,False,False
T59123.57,Superintendent Signed Off,Historical Level 5 AE105>518 - Study,Missing rough in for session clock,2021-09-01,2021-09-08,Punch List,Wilkinson Electric Inc,Electrical,2023-02-13,,False,True,True,False
T59123.56,Superintendent Signed Off,Annex Level 1 AE101>113 - Administration,Adjust fire suppression head to be equal distant off medallion at both locations in admin 113,2021-08-23,2021-08-24,Punch List,Wilkinson Electric Inc,Electrical,2021-10-22,,False,True,True,False
T1.9556218,Superintendent Signed Off,Annex Level 1 AE101,"ARW 70-9: Locker room ceiling bracing - Ceiling bracing in locker rooms at main level of north addition did not appear to have adequate bracing wires as shown on sheet AE507.  Wire bracing to be verified and installed to meet construction documents. ",2021-07-06,2021-07-13,Field Report Task,Design West Acoustics,Acoustical Ceilings,2023-02-22,,False,True,,
T1.9556215,Superintendent Signed Off,Annex Level 1 AE101,"ARW 70-8: Areaway wall gap. Jay asked if Styrofoam is ok to use for the gap at the top of the areaway wall in the 
west mechanical room.  I indicated that this was acceptable. ",2021-07-06,2021-07-13,Field Report Task,Pete King Construction,Metal Stud / Drywall,2022-09-14,,False,False,False,
T1.9556214,Superintendent Signed Off,Annex Level 1 AE101,"ARW 70-7: Loading dock topping. Jay asked if they could use a pea gravel mix for the topping at the loading dock.  
After further discussion, it was concluded that the topping should be as answered in a previous CCD issued regarding this area. ",2021-07-06,2021-07-13,Field Report Task,"Innovative Concrete, LLC",Concrete,2023-02-22,,False,,,
T1.9556213,Superintendent Signed Off,Annex Level 1 AE101,"ARW 70-7: Stud connections at the entry wall of the 
North Addition. Noted that the anchors were installed for one side of the double stud wall at the entry but that the anchors were not installed for the studs on the south face of the wall.  Discussed this with Jay that the anchors are to be installed on both studs of the double stud wall. ",2021-07-06,2021-07-13,Field Report Task,Pete King Construction,Metal Stud / Drywall,2023-02-22,,False,True,True,
T1.9556211,Superintendent Signed Off,Historical Level 0 AE100A,"ARW 70-6: HSS landing beam connection to the 
concrete foundation wall. Indicated to Will (Glassey) that it is acceptable to use Titen HD anchors for this connection as noted in COR 69 by Brent White. ",2021-07-06,2021-07-13,Field Report Task,Glassey Steel Works,Structural Steel,2023-02-22,,False,,,
T1.9556210,Superintendent Signed Off,Historical Level 0.5 AE100B,"ARW 70-4: Level 0.5 stud connection at top of stud. Noted that tops of the studs have not yet been connected at the top at the north and south walls of the baptistry.  Indicated to Creg that this needs to be done prior to the ceiling being installed.  Sketches provided by Brent White still apply to this condition and if none of the sketches seem to apply to use a Simpson H2.5 similar to the studs at the upper levels. ",2021-07-06,2021-07-13,Field Report Task,Rockhill Construction,Wood Framing,2023-02-22,,False,,,
T1.9556209,Superintendent Signed Off,Historical Level 0.5 AE100B,"ARW 70-3: Gap above stud filler at west wall of baptistry.  Indicated to Josh that a gap is still required above the filler for the stud and that it is acceptable to cut ½” from the plate to provide the gap.  Reiterate to Josh that pre-drilling the holes for the screws or nails is important to mitigate cracking in the top of the stud and filler. ",2021-07-06,2021-07-13,Field Report Task,Rockhill Construction,Wood Framing,2023-02-22,,False,True,,
T1.9556207,Superintendent Signed Off,Historical Level 3 AE103,"ARW 70-2: Floor joist conflict with can lights. Indicated to Josh, Creg, and David w/ Rockhill, that it is acceptable to install new joists on either side of the can light to support the floor and to space the joists such that the spacing between the new joists is not more than 16 inches and the spacing between the new and existing joists is not more than 12 inches. It is ok to abandon the existing joist that needs to be cut that is located between the new joists.  Any of the existing joist that remains is to be screwed to the flooring above. ",2021-07-06,2021-07-13,Field Report Task,Rockhill Construction,Wood Framing,2023-02-22,,False,True,,
T1.9556204,Superintendent Signed Off,Historical Level 2 AE102,"ARW 70-1: LVL sister for 2nd level Sealing Room in East tower. Discussed with Josh and Creg that it is ok to omit installing the LVL adjacent to the joists that are cut short at the stairs on the north and south sides of the room. ",2021-07-06,2021-07-13,Field Report Task,Rockhill Construction,Wood Framing,2023-02-22,,False,True,,
T59123.55,Superintendent Signed Off,Annex Level 1 AE101>135 - Workers Dressing - Men,Adjust fire suppression layout,2021-07-02,2021-07-05,Punch List,Broken Arrow Construction Corporation,Fire Suppression,2021-10-22,,False,True,False,False
